wallet,name,category,smart_score,roi_pct,win_rate,n_wins_20d,micro_trades_20d,recent_trades_7d,avg_trade_usd,timing_bonus,zombie_ratio,pnl_30d,open_positions,conviction_plays,scan_date
0x7f9e2d1df78614564a70becc7fa14aa9a6623a0e,0x7f9e2d1d,SPORTS,3112.03,6722.1,111.8,19,23,2,134.8,0.0,0.41,14311.59,2,"['Iran closes its airspace by May 15? → No @ 0.935', 'Will Reza Pahlavi lead Iran in 2026? → No @ 0.918']",2026-05-11
0x2086c709d8f0567a972b07386dded458ad158ef7,0x2086c709,ECONOMICS,52.92,36.5,80.0,8,104,36,64.01,0.25,0.0,276.22,3,"['Will Iran Play in the 2026 FIFA World Cup? → Yes @ 0.877', 'Will USD reach 1.9M Iranian rials by May 31? → Yes @ 0.852', 'Will USD fall to 1.5M Iranian rials by May 31? → No @ 0.925']",2026-05-11
