wallet,name,category,smart_score,roi_pct,win_rate,n_wins_20d,micro_trades_20d,recent_trades_7d,avg_trade_usd,timing_bonus,zombie_ratio,pnl_30d,open_positions,conviction_plays,scan_date
0xf39651f0addaad0221806d828197064b97feed0d,0xf39651f0,POLITICS,366.55,715.0,83.3,10,146,126,84.83,0.9,0.33,4133.87,0,[],2026-04-29
0x8101b9dedd1af262b2cb0a64f278d65695bbe7be,0x8101b9de,ECONOMICS,67.59,67.5,60.0,24,58,58,86.42,0.25,0.2,2231.88,26,"['James Comey arrested by May 15? → No @ 0.245', 'Over $100M committed to the Printr public sale? → Yes @ 0.085', 'Will Donald Trump win the 2028 US Presidential Election? → Yes @ 0.025']",2026-04-29
