wallet,name,category,smart_score,roi_pct,win_rate,n_wins_20d,micro_trades_20d,recent_trades_7d,avg_trade_usd,timing_bonus,zombie_ratio,pnl_30d,open_positions,conviction_plays,scan_date
0x5a45565906b8478fe456a0d313ce8839b3e7f628,0x5a455659,FINANCE,50.7,43.4,64.7,11,162,93,97.72,0.0,0.41,2601.21,2,"['Will Crude Oil (CL) settle at >$84 in June? → No @ 0.82', 'Will WTI Crude Oil (WTI) hit (HIGH) $85 Week of June 22 2026 → No @ 0.925']",2026-06-22
0xf1899a30a2c016941bf4abd77b900ecacd768e47,0xf1899a30,FINANCE,49.31,29.6,65.2,15,102,16,105.0,0.67,0.13,1115.6,5,"['Will Gold (XAUUSD) hit (HIGH) $5,100 in June? → No @ 0.994', 'Will a Chinese AI model become #1 by June 30?  → No @ 0.991', 'Will Gold (XAUUSD) hit (HIGH) $5,000 in June? → No @ 0.993']",2026-06-22
