wallet,name,category,smart_score,roi_pct,win_rate,n_wins_20d,micro_trades_20d,recent_trades_7d,avg_trade_usd,timing_bonus,zombie_ratio,pnl_30d,open_positions,conviction_plays,scan_date
0xab19716584931d81cd9e7763402673a64baa4876,0xab197165,POLITICS,1046.14,2216.0,77.8,7,65,65,84.29,1.0,0.33,2367.07,5,"['Russia x Ukraine ceasefire agreement by December 31, 2026? → No @ 0.645', 'Will Russia enter Druzkhivka by December 31, 2026? → No @ 0.74', 'Will Russia enter Sloviansk by December 31, 2026? → No @ 0.82']",2026-07-21
0x66cb857b5b20bdbebddd27a88289db3298e43dd2,0x66cb857b,CULTURE,244.43,413.3,109.5,23,322,298,64.05,0.43,0.14,4745.22,3,"['US-Iran Final Nuclear Deal by August 18, 2026? → Yes @ 0.047', 'Will ""Little House on the Prairie: Season 1"" be the top glob → Yes @ 0.865', 'Will ""Little House on the Prairie:Season 1"" be the #2 global → No @ 0.865']",2026-07-21
